titulo;link;vistas;authors;ultimaActualizacion;last_chapter
The Sect Master Is Not An Idiot!;https://manganelo.com/manga/fm919751;300241;Sanfu Interactive Entertainment;Sep 29,19;52
Isekai Maou To Shoukan Shoujo Dorei Majutsu;https://manganelo.com/manga/isekai_maou_to_shoukan_shoujo_dorei_majutsu;9522191;Murasaki Yukiya;Nov 30,19;52.1
Fate/extra Ccc - Foxtail;https://manganelo.com/manga/fateextra_ccc_foxtail;1094968;Type-moon, Takenoko Seijin;Jan 12,20;52.5
Flying Witch (Ishizuka Chihiro);https://manganelo.com/manga/flying_witch_ishizuka_chihiro;744375;Ishizuka Chihiro;Feb 08,20;53
Made In Abyss;https://manganelo.com/manga/yovbxa13526492;8887607;Tukushi Akihito;Feb 12,20;53
Demon Boyfriend: Delivery In Progress;https://manganelo.com/manga/aa920501;984133;Aria,picklnip;Feb 17,20;53
Other World Warrior;https://manganelo.com/manga/dx919616;10044886;Keum Ho;Feb 17,20;53
Jungle Wa Itsumo Hale Nochi Guu;https://manganelo.com/manga/jungle_wa_itsumo_hale_nochi_guu;140677;unknown;Feb 18,20;53
Jungle Guu;https://manganelo.com/manga/jungle_guu;329733;Kindaichi renjuurou;Feb 18,20;53
Lone Swan;https://manganelo.com/manga/bd919670;819819;ChuMan;Feb 19,20;53
Chihou Kishi Hans No Junan;https://manganelo.com/manga/chihou_kishi_hans_no_junan;2178611;Amara, Hanao Sutarou;Jan 20,20;53
Ryushika Ryushika;https://manganelo.com/manga/ryushika_ryushika;375919;Abe Yoshitoshi;Sep 27,19;53
Re:zero Kara Hajimeru Isekai Seikatsu - Daisanshou - Truth Of Zero;https://manganelo.com/manga/rezero_kara_hajimeru_isekai_seikatsu_daisanshou_truth_of_zero;964269;Nagatsuki Tappei, Matsude Daichi;Sep 27,19;53
Fate/stay Night - Heaven's Feel;https://manganelo.com/manga/xkld10801557964473;854991;Type-Moon, Task Ohna;Dec 16,19;54
A Taste Of Love;https://manganelo.com/manga/md918487;2484608;darksolin;Feb 03,20;54
Ueno-San Wa Bukiyou;https://manganelo.com/manga/uat947546;1078310;Tugeneko;Feb 10,20;54
The Maid And The Vampire;https://manganelo.com/manga/do921116;2086705;Yujeong;Feb 11,20;54
Talented Genius;https://manganelo.com/manga/jv917801;2463755;Tu Shan Jun Studios;Feb 17,20;54
Yuri Na Kataomoi-Chan;https://manganelo.com/manga/iz920801;576194;Yurikago;Feb 18,20;54
Please Don't Bully Me, Nagatoro;https://manganelo.com/manga/please_dont_bully_me_nagatoro;19282392;774 House (774);Feb 18,20;54
Romantic Cure For Gynophobia;https://manganelo.com/manga/wj921968;275853;Liang Hewen;Feb 19,20;54
I Am Cupid;https://manganelo.com/manga/i_am_cupid;1047280;Xianmandongman;Jan 08,20;54
Overlord;https://manganelo.com/manga/overlord_manga;7374440;Maruyama Kugane, Miyama Fugin;Jan 11,20;54
Suicide Boy;https://manganelo.com/manga/suicide_boy;1119822;Park Gee;Jan 26,20;54
Mafia's Daughter: Operation Makeover;https://manganelo.com/manga/mafias_daughter_operation_makeover;1688920;Moname;Nov 05,19;54
Saiyaku Wa Boku O Suki Sugiru;https://manganelo.com/manga/saiyaku_wa_boku_o_suki_sugiru;1170124;Kannagi Satoru, Ninomiya Etsumi;Nov 22,19;54
Plunderer;https://manganelo.com/manga/plunderer;9642087;Minazuki Suu;Nov 25,19;54
So What, You Are My Maid?;https://manganelo.com/manga/xb920525;266310;AK;Oct 29,19;54
Become A Girl At Night;https://manganelo.com/manga/ac920567;312963;Dajiaochong;Oct 29,19;54
Special Agent K;https://manganelo.com/manga/zz919722;379469;Cibeles;Dec 22,19;55
Trapped By A Handsome Billionaire;https://manganelo.com/manga/xb917752;358815;Unknown, Ningmeng, Zi ying dongman;Dec 24,19;55
Yancha Gal No Anjou-San;https://manganelo.com/manga/yancha_gal_no_anjousan;8673740;Katou Yuuichi;Feb 10,20;55
Iris - Lady With A Smartphone;https://manganelo.com/manga/bq919100;2743102;Soo-Wan Yoo, Hye-Yi Yoon;Feb 12,20;55
Pashiri Na Boku To Koi Suru Banchou-San;https://manganelo.com/manga/pashiri_na_boku_to_koi_suru_banchousan;6352333;Kashima Ui;Feb 15,20;55
Gul;https://manganelo.com/manga/px918731;3318880;ATENMARU and NICOLIEDC;Feb 16,20;55
That Girl Is Not Just Cute;https://manganelo.com/manga/xy918167;5348560;Maki Keigo;Feb 18,20;55
The New Gate;https://manganelo.com/manga/the_new_gate;18511286;Kazanami Shinogi, Miwa Yoshiyuki;Feb 18,20;55
Wan Gu Shen Wang;https://manganelo.com/manga/bl921123;5534935;Huang Shaoxing Man;Jan 10,20;55
Lady Baby;https://manganelo.com/manga/hx918659;8152998;Pingmin, Ju hyeon;Jan 17,20;55
Department Of Corporate Slave Rabbits;https://manganelo.com/manga/department_of_corporate_slave_rabbits;1331801;Fujisawa Kamiya;Jan 19,20;55
Birdmen;https://manganelo.com/manga/birdmen;1402515;Tanabe Yellow;Jan 21,20;55
Dungeon Ni Deai O Motomeru No Wa Machigatte Iru Darou Ka Gaiden - Sword Oratoria;https://manganelo.com/manga/dungeon_ni_deai_o_motomeru_no_wa_machigatte_iru_darou_ka_gaiden_sword_oratoria;1993959;Oomori Fujino, Yagi Takashi;Jan 29,20;55
Invincible Brave King;https://manganelo.com/manga/zn919136;1073713;Dajiaochong;Nov 03,19;55
Restless;https://manganelo.com/manga/hw918018;221393;Go Nagai;Nov 08,19;55
Totsugami;https://manganelo.com/manga/totsugami;847585;Saitou Misaki;Nov 24,19;55
Night Hunter;https://manganelo.com/manga/sq920569;451676;Bookong;Nov 27,19;55
Schemer;https://manganelo.com/manga/fe920585;369085;Dajiaochong;Nov 28,19;55
Melancholic Spiral;https://manganelo.com/manga/pd917933;293055;Young Dream, Papacoola;Oct 29,19;55
Immortal Doctor From Ancient Times;https://manganelo.com/manga/xy919141;334920;Dajiaochong;Oct 29,19;55
Stars-Crossed Lovers;https://manganelo.com/manga/er919718;448907;Ake;Oct 29,19;55
At First Sight;https://manganelo.com/manga/rp917844;473669;Maimeng;Oct 29,19;55
Vampire & Cross;https://manganelo.com/manga/mc918201;1971174;Dajiaochong;Oct 29,19;55
The Proto-Eye;https://manganelo.com/manga/sn920664;1018964;Zhao Yiren;Sep 28,19;55
Gangsta.;https://manganelo.com/manga/gangsta;1004148;Kosuke;Dec 05,19;56
Isekai Shihai No Skill Taker: Zero Kara Hajimeru Dorei Harem;https://manganelo.com/manga/isekai_shihai_no_skill_taker_zero_kara_hajimeru_dorei_harem;11628587;Kankitsu Yusura, Tsuguri Hakane;Dec 06,19;56
Outer Zone;https://manganelo.com/manga/outer_zone;619252;Mitsuhara Shin;Dec 14,19;56
Jack Of All Trades;https://manganelo.com/manga/hu921542;167944;Jiu Jiu Dian Zhang;Dec 24,19;56
Old Husband And Young Wife Tease Each Other Every Day;https://manganelo.com/manga/vh921074;871593;unknown;Feb 09,20;56
Moonlight Act;https://manganelo.com/manga/gb917565;577580;Fujita Kazuhiro;Feb 13,20;56
Renai Boukun;https://manganelo.com/manga/renai_boukun;1571716;Mihoshi Megane;Feb 17,20;56
I'm The Great Immortal;https://manganelo.com/manga/jf921342;4628958;June Snow Studio;Feb 17,20;56
Internet Explorer;https://manganelo.com/manga/at918385;4717384;Murata Shinya;Feb 17,20;56
Reincarnated Marquis;https://manganelo.com/manga/zz921339;1285470;China South Angel;Feb 18,20;56
Tensai Family Company;https://manganelo.com/manga/tensai_family_company;474042;Ninomiya Tomoko;Jan 05,20;56
Master Drifting Away Again;https://manganelo.com/manga/no920409;932613;CHINA READING,Webnovel comics;Jan 05,20;56
Konjiki No Moji Tsukai - Yuusha Yonin Ni Makikomareta Unique Cheat;https://manganelo.com/manga/igh1364457;9896632;Tomoto Sui, Sumaki Syungo;Jan 05,20;56
Dragon Ball Super;https://manganelo.com/manga/dragon_ball_super;4142664;TORIYAMA Akira;Jan 21,20;56
Ayakashiko;https://manganelo.com/manga/ayakashiko;837457;Hijiki;Jan 22,20;56
Leave The World Behind;https://manganelo.com/manga/yr918997;345930;HangMan;Sep 27,19;56
Fate/kaleid Liner Prisma☆Illya 3Rei!!;https://manganelo.com/manga/xe918439;462509;HIROYAMA HIROSHI;Jan 25,20;56.1
Last Game;https://manganelo.com/manga/read_last_game_manga;3118806;Amano Shinobu;Jan 21,20;56.6
Honkai Impact 3Rd - 2Nd Lawman;https://manganelo.com/manga/lq917768;768193;Lee-Oh;Feb 05,20;57
Because I'm An Uncle Who Runs A Weapon Shop;https://manganelo.com/manga/bf917670;10162931;Sf Light Novels, Xue Po, Man Tian Xing Hua;Feb 05,20;57
The Crown Prince;https://manganelo.com/manga/mi921620;328570;Feng Nong,Huang Feng;Feb 07,20;57
Ashigei Shoujo Komura-San;https://manganelo.com/manga/ab918062;2778553;Bane;Feb 10,20;57
Even If You Don't Do It;https://manganelo.com/manga/kg919480;292592;Haru Haruno;Feb 14,20;57
Mado Kara Madoka-Chan;https://manganelo.com/manga/ta917663;1722490;Yasuhiro Fukuda;Feb 14,20;57
Machikado Mazoku;https://manganelo.com/manga/gk919264;1097367;Reon Merryweatherey;Feb 18,20;57
You Are My Lovely Dragon King;https://manganelo.com/manga/you_are_my_lovely_dragon_king;1109908;San xian yi mian;Feb 18,20;57
Me And My 26-Year-Old Female Tenant;https://manganelo.com/manga/no921381;1592794;YouYan Comics;Feb 19,20;57
The Tale Of Zi Wei;https://manganelo.com/manga/wn920905;1617777;Cat Comics;Jan 12,20;57
Wakako-Zake;https://manganelo.com/manga/wakakozake;493617;Shinkyu Chie;Jan 24,20;57
The Apostle Of Cards;https://manganelo.com/manga/yo920527;1524311;Fang Xiang,Asoul,Nanfeng Tong;Jan 25,20;57
Kujira No Kora Wa Sajou Ni Utau;https://manganelo.com/manga/kujira_no_kora_wa_sajou_ni_utau;615951;Umeda Abi;Jan 26,20;57
Fate Of Three Lifetimes;https://manganelo.com/manga/vi919138;258079;GreatFilm;Nov 01,19;57
Hidden Marriage;https://manganelo.com/manga/aw920469;484225;YuGu Comics;Sep 24,19;57
Tensei Pandemic;https://manganelo.com/manga/tensei_pandemic;4050060;Fuyuno Nabe;Feb 12,20;57.2
The Heaven's List;https://manganelo.com/manga/okc27576943;5219648;Tian Can Tu Dou;Nov 20,19;57.5
Love Like In The Novels;https://manganelo.com/manga/vm918202;302708;Dajiaochong;Dec 02,19;58
Too Close;https://manganelo.com/manga/too_close;1983078;JiJing Jun, Shou;Feb 10,20;58
Tona-Gura!;https://manganelo.com/manga/tonagura;445918;Kakei Hidetaka;Feb 11,20;58
Contracted Lover;https://manganelo.com/manga/tt922086;531940;Da you yingshi;Feb 14,20;58
Kara No Kyoukai: The Garden Of Sinners;https://manganelo.com/manga/quqf129831576461121;250193;Nojiko Hayakawa;Feb 17,20;58
Subzero;https://manganelo.com/manga/ch921305;547484;Currygom;Feb 17,20;58
Babel 2-Sei;https://manganelo.com/manga/babel_2sei;710473;Yokoyama Mitsuteru;Feb 17,20;58
Chainsaw Man;https://manganelo.com/manga/ix917953;6011850;Tatsuki Fujimoto;Feb 17,20;58
Toaru Ossan No Vrmmo Katsudouki;https://manganelo.com/manga/toaru_ossan_no_vrmmo_katsudouki;10126037;Shiina Howahowa, Rikudou Shuuya;Feb 19,20;58
Sica Wolf;https://manganelo.com/manga/sq919091;510997;Siya;Jan 25,20;58
The Best Smell;https://manganelo.com/manga/the_best_smell;1333164;Mafune Kazuo;Jan 28,20;58
Re:monster;https://manganelo.com/manga/remonster;25867475;Kanekiru Kogitsune, Kobayakawa Haruyoshi;Jan 31,20;58
Falls In Love Too Late;https://manganelo.com/manga/falls_in_love_too_late;646202;Xzbonbon;Oct 05,19;58
Entangled Love;https://manganelo.com/manga/zb919013;283823;Shenbeike;Sep 28,19;58
The;https://manganelo.com/manga/the_idolmster_cinderella_girls_u149;448588;Bandai Namco Entertainement;Nov 09,19;58.5
Love Game;https://manganelo.com/manga/dw921474;126560;SEA BIRD COMIC,Yanjujinyu;Dec 17,19;59
Thorny Love;https://manganelo.com/manga/bv919577;593026;Feifei Studio;Dec 23,19;59
Legend Of Phoenix;https://manganelo.com/manga/legend_of_phoenix;3979694;Yun Tian Kong;Feb 05,20;59
Grand Blue;https://manganelo.com/manga/grand_blue;8039021;Inoue Kenji, Yoshioka Kimitake;Feb 06,20;59
Dawn Of The Frozen Wastelands;https://manganelo.com/manga/dawn_of_the_frozen_wastelands;1013644;Kim Jeong-hwi;Feb 11,20;59
Kichikujima;https://manganelo.com/manga/kichikujima;4098265;Hokazono Masaya;Feb 17,20;59
Are You Alice?;https://manganelo.com/manga/are_you_alice;656288;Ninomiya Ai, Katagiri Ikumi;Jan 25,20;59
Shinrei Tantei Yakumo;https://manganelo.com/manga/shinrei_tantei_yakumo;730296;Kaminaga Manabu;Jan 25,20;59
Metropolitan City's Ying Yang Miracle Doctor;https://manganelo.com/manga/rg920906;4812234;Kida Miyuki,Sosou Shibu;Jan 28,20;59
The Emperor Above, I’M Below;https://manganelo.com/manga/eb920541;448568;Daxingdao Anime;Nov 14,19;59
The Emperor Is A Gay;https://manganelo.com/manga/bs917843;371124;Pure Colour;Nov 20,19;59
My Cultivator Girlfriend;https://manganelo.com/manga/fm920449;1028631;Hoshimi SK;Oct 05,19;59
Alfheim No Kishi;https://manganelo.com/manga/alfheim_no_kishi;429536;Nakayama Seika;Oct 28,19;59
Plastic Surgery: Beauty App;https://manganelo.com/manga/em920540;444823;HangMan;Sep 28,19;59
Orenchi No Maid-San;https://manganelo.com/manga/orenchi_no_maidsan;1418936;Oohara roron;Jan 01,20;59.5
Snowman - Frozen Heart;https://manganelo.com/manga/snowman_frozen_heart;326950;Xiao Qi;Dec 10,19;60
Ashitaba-San Chi No Muko Kurashi;https://manganelo.com/manga/ashitabasan_chi_no_muko_kurashi;5551171;Ooi Masakazu;Dec 25,19;60
First Rate Master;https://manganelo.com/manga/nt918279;8648935;Tao Le Si;Feb 09,20;60
Detective Xeno And The Seven Locked Murder Rooms;https://manganelo.com/manga/detective_xeno_and_the_seven_locked_murder_rooms;993451;Sugiyama Teppei;Feb 10,20;60
Fight Class 3;https://manganelo.com/manga/yj917569;2611090;2hakkk;Feb 12,20;60
Unforgettable Love Of Mine;https://manganelo.com/manga/mj921374;840745;unknown;Feb 14,20;60
The Eyes Of Sora;https://manganelo.com/manga/ia919396;592965;Summer;Feb 15,20;60
We Won't Die Easily!;https://manganelo.com/manga/ub920578;223193;unknown;Feb 17,20;60
When The Angel Falls For Me;https://manganelo.com/manga/wd921871;155722;Ji man wenhua;Feb 19,20;60
Mushoku Tensei - Isekai Ittara Honki Dasu;https://manganelo.com/manga/mushoku_tensei_isekai_ittara_honki_dasu;24278358;Rifujin Na Magonote, Fujikawa Yuka;Feb 19,20;60
Urami Koi, Koi, Urami Koi.;https://manganelo.com/manga/urami_koi_koi_urami_koi;1424334;Akitaka;Jan 10,20;60
Crawling Dreams;https://manganelo.com/manga/gs918151;1551341;Reon Merryweatherey;Jan 15,20;60
Darling In The Franxx;https://manganelo.com/manga/darling_in_the_franxx;2656147;Yabuki Kentaro, Trigger, Code:000;Jan 26,20;60
Wind Sword;https://manganelo.com/manga/ze917622;2019754;Cheol-Hyun Kim;Jan 27,20;60
Acchi Kocchi;https://manganelo.com/manga/acchi_kocchi;660763;Ishiki;Jan 30,20;60
Ultra Positive Energy Demon King;https://manganelo.com/manga/qq920464;765504;Keng & Fire Club;Nov 30,19;60
Super Shame;https://manganelo.com/manga/bc919952;600092;iLEGUO,Cuzn,Youdoufu and X3;Oct 02,19;60
Mo, Don’T Run!;https://manganelo.com/manga/hn918682;401590;Wuli culture;Sep 26,19;60
One Step Ahead;https://manganelo.com/manga/lr919892;300514;Shierhuasheng;Sep 28,19;60
Watashi Ni Tenshi Ga Maiorita!;https://manganelo.com/manga/icz277906593;1235735;Mukunoki Nanatsu;Feb 04,20;60.5
Kobayashi-San Chi No Maid Dragon: Kanna No Nichijou;https://manganelo.com/manga/kobayashisan_chi_no_maid_dragon_kanna_no_nichijou;718508;Cool Kyoushinsha;Feb 05,20;60.5
Bokko;https://manganelo.com/manga/bokko;784835;Mori Hideki,Sakemi Kenichi;Feb 04,20;61
How The Princess Became The Queen;https://manganelo.com/manga/vq920318;931788;OuXiaoYe;Feb 08,20;61
The Princess's Time Travel;https://manganelo.com/manga/ju921090;1142224;Right To Left Comic Studio;Feb 10,20;61
Unceasing Marriage War;https://manganelo.com/manga/vo921904;286608;Kuang sheng dongman;Feb 11,20;61
Dasei 67 Percent;https://manganelo.com/manga/dasei_67_percent;1270431;Shimimaru;Feb 15,20;61
Dungeon Meshi;https://manganelo.com/manga/dungeon_meshi;3810733;Kui Ryouko;Feb 15,20;61
Survive As The Hero's Wife;https://manganelo.com/manga/pz918164;7423867;unknown;Feb 16,20;61
Let's Go! Streamer Girl;https://manganelo.com/manga/of921975;56197;Wanxiang Studio;Jan 27,20;61
Caterpillar;https://manganelo.com/manga/caterpillar;1438835;Katsuki Izumi;Jan 28,20;61
To Love-Ru - Digital Colored Comics;https://manganelo.com/manga/to_loveru_digital_colored_comics;304596;Hasemi Saki, Yabuki Kentaro;Sep 27,19;61
Spoil You Forever;https://manganelo.com/manga/lk918715;392503;Qianhui Comic;Sep 29,19;61
Kachou Fuugetsu;https://manganelo.com/manga/kachou_fuugetsu;2107639;Shimizu Yuki;Dec 18,19;62
Boku No Kanojo Ga Majime Sugiru Shojo Bitch Na Ken;https://manganelo.com/manga/boku_no_kanojo_ga_majime_sugiru_shojo_bitch_na_ken;2591455;Matsumoto Namiru;Dec 20,19;62
Stockholm Lover;https://manganelo.com/manga/zg921762;244051;Sa Dongman;Feb 09,20;62
Fairy Match-Maker's Mortal Lover;https://manganelo.com/manga/yb921359;216495;Original comics;Feb 11,20;62
Death March Kara Hajimaru Isekai Kyousoukyoku;https://manganelo.com/manga/death_march_kara_hajimaru_isekai_kyousoukyoku;14600243;Ainana Hiro, Shri;Feb 11,20;62
The Detective Of Muiella;https://manganelo.com/manga/cz921069;1164764;Kiarne;Feb 15,20;62
Parasitic Girl;https://manganelo.com/manga/gb920224;1058341;Zhou Zhiyan;Feb 18,20;62
Hyakunichigo Ni Shinu Wani;https://manganelo.com/manga/di921809;259318;Yuuki Kikuchi;Feb 19,20;62
This Croc Will Die In 100 Days;https://manganelo.com/manga/dz921915;423458;Yuuki Kikuchi;Feb 19,20;62
Tonari No Kyuuketsuki-San;https://manganelo.com/manga/tonari_no_kyuuketsukisan1;294538;Amatou;Jan 19,20;62
The Rising Of The Shield Hero;https://manganelo.com/manga/uaxz925974686;21295255;Aneko Yusagi;Jan 24,20;62
Slayerdramon Ant;https://manganelo.com/manga/ff918696;719667;TaXue Comic;Oct 16,19;62
Ultramarine Magmell (Chinese Version);https://manganelo.com/manga/qa920401;436448;Di Nian Miao,Fan Fan Comic;Sep 18,19;62
High Score Girl;https://manganelo.com/manga/high_score_girl;2187993;Oshikiri Rensuke;Dec 03,19;63
Do It One More Time;https://manganelo.com/manga/byjs205271576209259;6124443;Miti, Googoo;Dec 06,19;63
The Great Soldier;https://manganelo.com/manga/ti918679;1241973;2:10 AM Animation;Dec 16,19;63
The Rogue Teacher;https://manganelo.com/manga/rc921417;278051;Zhou Zhiyan;Dec 25,19;63
Nirvana In Fire;https://manganelo.com/manga/dq921347;191269;Cat Comics,HAI Yan;Feb 04,20;63
Mahou Tsukai No Yome;https://manganelo.com/manga/mahou_tsukai_no_yome;3615913;Yamazaki Kore;Feb 10,20;63
Menhera Shoujo Kurumi-Chan;https://manganelo.com/manga/ga920768;1344134;Pom;Feb 17,20;63
Jibaku Shounen Hanako-Kun;https://manganelo.com/manga/cn917581;8369596;Aida Iro;Feb 18,20;63
Deification Of Spring And Autumn Period;https://manganelo.com/manga/ck920403;620820;Daxingdao Anime;Jan 11,20;63
The Devil’S Boy;https://manganelo.com/manga/dk921333;942639;Kirin;Jan 20,20;63
Bakemonogatari (Nishio Ishin);https://manganelo.com/manga/hgvu275071566265053;1971643;Oh! Great, Nishio Ishin;Jan 21,20;63
Rakujitsu No Pathos;https://manganelo.com/manga/rakujitsu_no_pathos;15766896;Tsuyatsuya;Jan 31,20;63
In Search Of The Twelve Golden Hairpins;https://manganelo.com/manga/hdf2824612;603828;Ni Zi, Kuri;Nov 25,19;63
Destined To Be Empress;https://manganelo.com/manga/yn921243;356286;HangMan;Nov 26,19;63
Bimajyo No Ayano-San;https://manganelo.com/manga/ui919666;1474471;Aihara Akito;Oct 28,19;63
Mr. Fu's Favorite;https://manganelo.com/manga/rk919943;677870;Qire;Sep 25,19;63
Chaos World Prisoners Love: My Bad Marshal;https://manganelo.com/manga/gw921066;659696;Liuyuexue Studio;Feb 17,20;63.2
Honkai Impact 3;https://manganelo.com/manga/honkai_impact_3;1003074;Mihoyo;Oct 16,19;63.2
Honkai Impact 3 - Anti-Entropy Invasion;https://manganelo.com/manga/ci918245;548183;Mihoyo;Sep 21,19;63.2
High School Inari Tamamo-Chan!;https://manganelo.com/manga/high_school_inari_tamamochan;1631549;Yuuki Ray;Jan 25,20;63.5
Merchant Of Rivakes;https://manganelo.com/manga/xs919095;301525;Skytree Comic Studio;Dec 03,19;64
Feng Shen Ji Ii;https://manganelo.com/manga/rd921670;131517;Cheng Du ErCiYuan;Dec 31,19;64
Mf Ghost;https://manganelo.com/manga/mf_ghost;1354418;Shigeno shuichi;Feb 02,20;64
Against The Gods;https://manganelo.com/manga/sm917699;5437786;Xiao Qi, Huo Xing Yin Li;Feb 02,20;64
Mighty Heart;https://manganelo.com/manga/mighty_heart;1521821;Matsuri Seishirou;Feb 12,20;64
Kyoudai Hodo Chikaku Tooimono Wa Nai;https://manganelo.com/manga/kyoudai_hodo_chikaku_tooimono_wa_nai;2436273;Ogi Hatsumi;Feb 16,20;64
Hail The King;https://manganelo.com/manga/jd921233;1891545;Mad Blade During Troubled Times,Big Udon;Feb 17,20;64
Long Live The King;https://manganelo.com/manga/vs919555;2396288;Warrying Blade;Feb 17,20;64
Jazz For Two;https://manganelo.com/manga/py921912;127239;Clarju;Jan 21,20;64
Prisoner Of Love;https://manganelo.com/manga/pj920437;1202474;You Lu Wen Hua;Jan 23,20;64
Too Young To Be Yours;https://manganelo.com/manga/ul920897;331340;Zuoan Comic;Jan 25,20;64
Knights & Magic;https://manganelo.com/manga/knights_magic;5316920;Amazake No Hisago, Katou Takuji, Kurogin;Jan 25,20;64
Violence Jack;https://manganelo.com/manga/violence_jack;407432;Nagai Go;Oct 05,19;64
Abyss Rage;https://manganelo.com/manga/zy918930;2706625;Nariaki Narita;Dec 12,19;65
Monster Musume No Iru Nichijou;https://manganelo.com/manga/read_monster_musume_no_iru_nichijou_manga;6524657;Okayado;Dec 18,19;65
Cover The Sky;https://manganelo.com/manga/cover_the_sky;1951971;Bu Bu Xing Qiu;Dec 22,19;65
Who Made Me A Princess;https://manganelo.com/manga/nw921048;4690417;Plutos;Feb 10,20;65
My Apprentice: Game Over Again!;https://manganelo.com/manga/fj920321;1645062;CHINA READING,Ju zi shu dongman,Webnovel comics;Feb 15,20;65
Gal Gohan;https://manganelo.com/manga/gal_gohan;7932957;Marii Taiyou;Feb 15,20;65
Wangan Midnight;https://manganelo.com/manga/uav13868945;451221;Kusunoki Michiharu;Feb 17,20;65
Magic Emperor;https://manganelo.com/manga/kk921357;8132279;Nightingale (original) + No two comics;Feb 17,20;65
Hades Delivery Shop;https://manganelo.com/manga/ow920544;303953;Cheng Du ErCiYuan;Feb 19,20;65
Cultivating To Be Legendary;https://manganelo.com/manga/va918654;1805053;Cheng Du ErCiYuan;Feb 19,20;65
Into The Net!;https://manganelo.com/manga/into_the_net;1460658;Cao Bao Jin,[add];Jan 03,20;65
The Incredible Imperial Censors;https://manganelo.com/manga/vp921193;347254;Yao Tong;Jan 05,20;65
Wang Pai Yu Shi;https://manganelo.com/manga/wang_pai_yu_shi;755724;Tong Yao;Jan 05,20;65
Taboo-Tattoo;https://manganelo.com/manga/tabootattoo;761972;Shinjirou;Oct 27,19;65
Don't Flirt With Me, Ceo;https://manganelo.com/manga/nt920450;548725;Asami Miyabi;Sep 29,19;65
The Drifting Classroom;https://manganelo.com/manga/al918694;425440;KaiYuan Comic;Sep 30,19;65
Masked Temptation;https://manganelo.com/manga/masked_temptation;544725;unknown;Dec 09,19;66
Henjo - Hen Na Joshi Kousei Amaguri Senko;https://manganelo.com/manga/henjo_hen_na_joshi_kousei_amaguri_senko;1951575;KONOGI Yoshiru;Feb 13,20;66
The Wonderful Colors Of The Lipsticks;https://manganelo.com/manga/rv918707;450302;A4 Comics industry;Feb 14,20;66
Mu Lian's Haunted Metropolis;https://manganelo.com/manga/zo920709;523339;Dong Man Tang;Feb 19,20;66
Denkigai No Honya-San;https://manganelo.com/manga/denkigai_no_honyasan;757450;Mizu Asato;Jan 05,20;66
Devils Line;https://manganelo.com/manga/devils_line;4478600;Hanada Ryou;Jan 09,20;66
Saijou No Meii;https://manganelo.com/manga/saijou_no_meii;1216794;Hashiguchi Takashi, Irie Kenzou;Nov 18,19;66
Tome Of Monsters;https://manganelo.com/manga/cf920546;665193;Cheng Du ErCiYuan;Nov 27,19;66
Premarital Relationship;https://manganelo.com/manga/premarital_relationship;3035146;Tam Rin, Now;Sep 21,19;66
Baillie And The Ghosts;https://manganelo.com/manga/hb918212;217455;Cheng Du ErCiYuan;Sep 30,19;66
A Legend Of Spirits And Immortals;https://manganelo.com/manga/hn920626;236365;Myxkcomic;Dec 07,19;67
Stella No Mahou;https://manganelo.com/manga/jajh259681573270511;543055;Kuroba U;Dec 18,19;67
Narutaru;https://manganelo.com/manga/narutaru;192137;Kitoh Mohiro;Feb 02,20;67
Komori-San Wa Kotowarenai!;https://manganelo.com/manga/komorisan_wa_kotowarenai;758445;Ellianyang,Pangyi;Feb 10,20;67
La Dolce Vita Di Adelaide;https://manganelo.com/manga/et918982;2549881;Chae habin;Feb 12,20;67
The Romantic Anecdotes Of Mount Shu;https://manganelo.com/manga/cb920903;1401927;Wawayu Comic;Feb 15,20;67
Ghost Teller;https://manganelo.com/manga/ghost_teller;656814;Qtt;Feb 16,20;67
Immortal, Invincible;https://manganelo.com/manga/px919412;4582465;Deep-seaa;Feb 18,20;67
Face Amnesia Girl;https://manganelo.com/manga/zr919274;731120;Manyouyou,Mikorin;Jan 14,20;67
Three Months To Live;https://manganelo.com/manga/iz920524;497589;Suizi;Jan 19,20;67
Tensei Shitara Slime Datta Ken;https://manganelo.com/manga/dnha19771568647794;29381558;Fuse, Kawakami Taiki;Jan 29,20;67
Tadashii Kodomo No Tsukurikata!;https://manganelo.com/manga/tadashii_kodomo_no_tsukurikata;1431193;Morita Mario;Dec 01,19;68
Bloody Taboo;https://manganelo.com/manga/bloody_taboo;629622;Dai Xi, Yi Yu Zi;Dec 03,19;68
One Kiss A Day;https://manganelo.com/manga/vo921497;203755;JMCOMIC;Dec 25,19;68
Cat & Sword;https://manganelo.com/manga/bz921594;343650;Zhong'ertianyuanmiao;Feb 04,20;68
Sengoku Strays;https://manganelo.com/manga/sengoku_strays;635274;Nanami Shingo;Feb 06,20;68
Koushaku Reijou No Tashinami;https://manganelo.com/manga/world_customize_creator;8669743;Hero Tennki, Hijikata Yuu;Feb 07,20;68
X Epoch Of Dragon;https://manganelo.com/manga/x_epoch_of_dragon;4143798;Yun Tian Kong;Feb 08,20;68
Blood Blade;https://manganelo.com/manga/fp918218;1236863;Yun-Yeol Choi;Feb 15,20;68
Amai Seikatsu;https://manganelo.com/manga/amai_seikatsu;1459109;Yuzuki Hikaru;Feb 18,20;68
Chi No Wadachi;https://manganelo.com/manga/chi_no_wadachi;2758683;Oshimi Shuuzou;Feb 18,20;68
